"indexes";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
547;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";"N/A";2.2;24634.0;141
548;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.9;21152.0;141
549;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";2.0;92121.0;141
550;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";2.2;26587.0;141
551;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.9;59513.0;141
552;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.4;143803.0;127
553;"HP";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.7;28992.0;106
554;"HP";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.6;68198.0;127
555;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"linux";2.0;11935.0;100
556;"Mediacom";"Notebook";13.3;"small";1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";"windows";1.4;13586.0;166
557;"Lenovo";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";"windows";2.8;50563.0;106
558;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";"windows";1.9;30311.0;141
559;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;32922.0;100
560;"Acer";"2 in 1 Convertible";11.6;"small";1920;1080;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";"windows";1.3;18595.0;190
561;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"windows";2.1;33566.0;141
562;"HP";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core M";1.2;16;"SSD";512;0;"Intel";"windows";1.2;104695.0;276
563;"Lenovo";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";3.4;159787.0;127
564;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;44702.0;141
565;"Dell";"Ultrabook";13.3;"small";3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";"windows";1.2;85195.0;331
566;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"windows";1.9;51096.0;100
568;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.2;18328.0;141
569;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.0;52747.0;112
570;"HP";"Workstation";17.3;"large";1600;900;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";"windows";3.1;99154.0;106
571;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"windows";1.9;20726.0;112
572;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";"windows";2.0;34579.0;141
573;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.3;44222.0;141
574;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";2.1;36497.0;141
575;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"SSD";32;0;"Intel";"windows";1.4;13267.0;157
576;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.2;99367.0;157
577;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";"windows";4.6;141885.0;127
578;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";"windows";4.1;145401.0;127
579;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"linux";2.2;39907.0;141
580;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"windows";1.5;20726.0;157
581;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"windows";1.9;53734.0;100
582;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.5;38308.0;166
583;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";1.9;81912.0;141
584;"Dell";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.3;15718.0;135
585;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.5;125155.0;127
586;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;79813.0;127
587;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";"windows";8.4;89137.0;157
588;"Lenovo";"Notebook";15.6;"medium";1366;768;1;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";"windows";2.2;32448.0;100
589;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;94306.0;127
590;"Asus";"2 in 1 Convertible";15.6;"medium";1366;768;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.2;39374.0;100
591;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";"windows";2.2;50563.0;141
592;"Dell";"2 in 1 Convertible";31.6;"large";1366;768;1;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";"windows";1.4;32128.0;50
593;"Samsung";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.5;90523.0;141
594;"Lenovo";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";2.8;28185.0;127
595;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";"windows";2.3;24456.0;100
596;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.4;107892.0;166
597;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;78535.0;157
598;"Dell";"2 in 1 Convertible";12.5;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;88978.0;176
599;"Dell";"Workstation";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.1;93933.0;141
600;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.8;64948.0;141
601;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.1;35617.0;100
602;"Acer";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.6;17529.0;157
603;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.1;117163.0;127
604;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.2;24775.0;100
605;"MSI";"Gaming";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";1.8;122491.0;282
606;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";2.2;74539.0;141
607;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";2.4;30050.0;141
608;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";2.0;69211.0;141
609;"Acer";"Notebook";14.0;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.6;18595.0;112
610;"Lenovo";"Notebook";15.6;"medium";3840;2160;0;"Intel";"Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";"windows";2.5;261019.0;282
611;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"windows";2.6;46834.0;141
612;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.2;23651.0;100
613;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.3;19128.0;100
614;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"linux";1.9;46300.0;100
615;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.0;62231.0;127
617;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.8;74006.0;141
618;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;120832.0;141
619;"Acer";"2 in 1 Convertible";11.6;"small";1366;768;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";"other";1.3;20193.0;135
620;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";2.3;59887.0;112
621;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.7;78055.0;157
622;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";"windows";2.2;41345.0;141
623;"Fujitsu";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;42571.0;100
624;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.9;49657.0;100
626;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Atom x5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";"windows";1.4;12734.0;157
627;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"N/A";2.2;24935.0;141
628;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";1.5;34046.0;166
630;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";11.1;101232.0;157
631;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.6;78801.0;141
632;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";"windows";1.8;44169.0;141
633;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;30849.0;141
634;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";"windows";2.0;21259.0;100
635;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.0;48305.0;141
636;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.2;99580.0;276
637;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.4;13267.0;112
638;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;93635.0;166
639;"Dell";"Notebook";15.6;"medium";3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.1;127819.0;282
640;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;59088.0;141
641;"HP";"Notebook";17.0;"large";1600;900;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";"windows";2.6;27754.0;108
642;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;130536.0;157
643;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"N/A";2.5;62284.0;141
644;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;23976.0;100
645;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.4;14599.0;112
646;"Acer";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.8;48964.0;157
647;"Razer";"Gaming";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";2.0;138475.0;157
648;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;64629.0;166
649;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;84396.0;176
650;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Nvidia";"windows";3.8;149131.0;127
651;"Acer";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;37776.0;141
652;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.2;77251.0;166
653;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;63499.0;141
654;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.9;19442.0;100
655;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;56690.0;141
656;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";6.2;48964.0;141
657;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"windows";2.2;60473.0;141
658;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";3.3;63723.0;141
659;"Dell";"Gaming";17.3;"large";3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"windows";4.4;167692.0;255
660;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.6;65481.0;157
661;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.2;22324.0;100
662;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.2;28505.0;141
663;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";"windows";2.0;28718.0;141
664;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;79215.0;127
665;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";"windows";2.1;26533.0;100
667;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";2.1;39694.0;141
668;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;67026.0;141
669;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"linux";2.1;21951.0;100
670;"Microsoft";"Ultrabook";13.5;"small";2256;1504;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.3;99519.0;201
671;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";"windows";1.9;43580.0;141
672;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;55092.0;166
673;"Lenovo";"Notebook";35.6;"large";1366;768;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";"windows";2.2;18595.0;44
674;"HP";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";"windows";1.6;37243.0;157
675;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.4;68944.0;141
676;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;60473.0;157
677;"HP";"2 in 1 Convertible";11.6;"small";1366;768;1;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";"other";1.4;26374.0;135
678;"LG";"Ultrabook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.1;122491.0;141
679;"Acer";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";"windows";2.5;69211.0;141
680;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;53168.0;141
681;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"windows";1.9;22324.0;100
682;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";"windows";3.2;109277.0;141
683;"HP";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"windows";2.5;37243.0;127
684;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.2;79867.0;166
685;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"windows";3.5;149917.0;141
686;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";1.9;32640.0;100
687;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;29073.0;100
688;"HP";"Notebook";17.3;"large";1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";"windows";2.7;30316.0;127
689;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;16943.0;100
690;"Acer";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.5;19980.0;112
691;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.7;37243.0;157
692;"HP";"Workstation";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";"windows";3.1;101658.0;127
693;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;137995.0;210
694;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.5;51841.0;166
695;"Acer";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.4;14332.0;135
696;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.4;93187.0;157
697;"Asus";"2 in 1 Convertible";12.5;"small";1920;1080;1;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";"other";1.2;35644.0;176
698;"Toshiba";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.4;100007.0;166
700;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.6;43636.0;141
701;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";"windows";2.2;21259.0;141
702;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";"windows";2.2;22857.0;100
703;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";"windows";2.1;33111.0;141
704;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.9;23976.0;100
705;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;42358.0;141
706;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";"windows";1.6;53227.0;166
707;"Lenovo";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"windows";2.2;98834.0;141
708;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.8;63456.0;157
709;"HP";"Notebook";17.3;"large";1920;1080;0;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";"windows";2.7;34899.0;127
710;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;66547.0;141
711;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"linux";1.6;58022.0;157
712;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"linux";2.0;38681.0;141
713;"Asus";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15877.0;157
714;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";"windows";1.9;76012.0;141
715;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.9;45665.0;157
716;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.9;62817.0;141
717;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";"windows";2.2;15877.0;100
718;"Mediacom";"Notebook";14.0;"medium";1920;1200;0;"Intel";"Atom Z8350";1.9;4;"HDD";32;0;"Intel";"windows";1.4;14119.0;162
719;"HP";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.6;63936.0;127
720;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";"windows";1.2;89864.0;210
721;"HP";"2 in 1 Convertible";13.3;"small";1366;768;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;44574.0;118
722;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;79867.0;157
723;"Dell";"Gaming";17.3;"large";3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"windows";4.4;194973.0;255
724;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;71847.0;127
725;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"N/A";1.9;26102.0;100
727;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";1.7;34579.0;166
728;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"linux";2.3;31410.0;100
729;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"windows";2.1;26054.0;141
730;"Acer";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.2;103097.0;127
