"indexes";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
591;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";"windows";2.2;50563.0
592;"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";"windows";1.4;32128.0
593;"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.5;90523.0
594;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";2.8;28185.0
595;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";"windows";2.3;24456.0
596;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.4;107892.0
597;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;78535.0
598;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;88978.0
599;"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.1;93933.0
600;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.8;64948.0
601;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.1;35617.0
602;"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.6;17529.0
603;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.1;117163.0
604;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.2;24775.0
605;"MSI";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";1.8;122491.0
606;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";2.2;74539.0
607;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";2.4;30050.0
608;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";2.0;69211.0
609;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.6;18595.0
610;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";"windows";2.5;261019.0
611;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"windows";2.6;46834.0
612;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.2;23651.0
613;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.3;19128.0
614;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";"linux";1.9;46300.0
615;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.0;62231.0
617;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.8;74006.0
618;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;120832.0
619;"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";"other";1.3;20193.0
620;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";2.3;59887.0
621;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.7;78055.0
622;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";"windows";2.2;41345.0
623;"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;42571.0
624;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.9;49657.0
626;"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";"windows";1.4;12734.0
627;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"N/A";2.2;24935.0
628;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";1.5;34046.0
630;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";11.1;101232.0
631;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.6;78801.0
632;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";"windows";1.8;44169.0
633;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;30849.0
634;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";"windows";2.0;21259.0
635;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.0;48305.0
636;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.2;99580.0
637;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.4;13267.0
638;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;93635.0
639;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.1;127819.0
640;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;59088.0
641;"HP";"Notebook";17.0;1600;900;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";"windows";2.6;27754.0
642;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;130536.0
643;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"N/A";2.5;62284.0
644;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;23976.0
645;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.4;14599.0
646;"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.8;48964.0
647;"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";2.0;138475.0
648;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;64629.0
649;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;84396.0
650;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Nvidia";"windows";3.8;149131.0
651;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;37776.0
652;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.2;77251.0
653;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;63499.0
654;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.9;19442.0
655;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;56690.0
656;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";6.2;48964.0
657;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"windows";2.2;60473.0
658;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";3.3;63723.0
659;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"windows";4.4;167692.0
660;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.6;65481.0
661;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.2;22324.0
662;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.2;28505.0
663;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";"windows";2.0;28718.0
664;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;79215.0
665;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";"windows";2.1;26533.0
667;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";2.1;39694.0
668;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;67026.0
669;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"linux";2.1;21951.0
670;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.3;99519.0
671;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";"windows";1.9;43580.0
672;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;55092.0
673;"Lenovo";"Notebook";35.6;1366;768;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";"windows";2.2;18595.0
674;"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";"windows";1.6;37243.0
675;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.4;68944.0
676;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;60473.0
677;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";"other";1.4;26374.0
678;"LG";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.1;122491.0
679;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";"windows";2.5;69211.0
680;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;53168.0
681;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"windows";1.9;22324.0
682;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";"windows";3.2;109277.0
683;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";"windows";2.5;37243.0
684;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.2;79867.0
685;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"windows";3.5;149917.0
686;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";1.9;32640.0
687;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.2;29073.0
688;"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";"windows";2.7;30316.0
689;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;16943.0
690;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.5;19980.0
691;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.7;37243.0
692;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";"windows";3.1;101658.0
693;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;137995.0
694;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.5;51841.0
695;"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"windows";1.4;14332.0
696;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.4;93187.0
697;"Asus";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";"other";1.2;35644.0
698;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.4;100007.0
700;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.6;43636.0
701;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";"windows";2.2;21259.0
702;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";"windows";2.2;22857.0
703;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";"windows";2.1;33111.0
704;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"N/A";1.9;23976.0
705;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;42358.0
706;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";"windows";1.6;53227.0
707;"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"windows";2.2;98834.0
708;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.8;63456.0
709;"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";"windows";2.7;34899.0
710;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;66547.0
711;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"linux";1.6;58022.0
712;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"linux";2.0;38681.0
713;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15877.0
714;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";"windows";1.9;76012.0
715;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.9;45665.0
716;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.9;62817.0
717;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";"windows";2.2;15877.0
718;"Mediacom";"Notebook";14.0;1920;1200;0;"Intel";"Atom Z8350";1.9;4;"HDD";32;0;"Intel";"windows";1.4;14119.0
719;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.6;63936.0
720;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";"windows";1.2;89864.0
721;"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;44574.0
722;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;79867.0
723;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"windows";4.4;194973.0
724;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;71847.0
725;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"N/A";1.9;26102.0
727;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";1.7;34579.0
728;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"linux";2.3;31410.0
729;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"windows";2.1;26054.0
730;"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.2;103097.0
731;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";"windows";2.3;34579.0
732;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";"windows";2.1;34632.0
733;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.4;29784.0
734;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;51149.0
735;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";"windows";1.9;41505.0
736;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";2.6;128884.0
737;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";1.6;35112.0
738;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";1.8;111594.0
739;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;21887.0
740;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;64309.0
741;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"windows";2.0;35431.0
742;"Toshiba";"Notebook";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;81785.0
743;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;53227.0
744;"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.5;175771.0
745;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"other";1.7;17582.0
746;"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"windows";0.8;87859.0
748;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;60031.0
749;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";"windows";3.0;233846.0
750;"Lenovo";"Netbook";11.6;1366;768;1;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"windows";1.4;25308.0
751;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.8;101232.0
752;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"N/A";2.5;30849.0
754;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";"windows";2.4;45283.0
755;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";"windows";1.3;63883.0
756;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58555.0
757;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.6;83170.0
758;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.4;152860.0
759;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.1;31915.0
760;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;55837.0
761;"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"windows";1.2;99048.0
762;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"other";1.1;83064.0
763;"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.2;60153.0
764;"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.7;45235.0
765;"Acer";"Notebook";13.3;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.6;34898.0
766;"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"windows";2.8;25060.0
767;"Dell";"Gaming";15.6;3840;2160;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";2.7;58555.0
768;"Samsung";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;85195.0
769;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"linux";2.1;15877.0
770;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";"windows";2.3;62938.0
771;"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"windows";1.7;95851.0
772;"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.8;54346.0
773;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.6;58555.0
775;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";"windows";2.3;44702.0
776;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.5;126274.0
777;"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.8;33886.0
778;"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;154459.0
779;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";"windows";2.0;31004.0
780;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"windows";4.4;191211.0
781;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";4.3;125208.0
782;"Toshiba";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";"windows";1.5;93986.0
783;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";"N/A";2.2;17529.0
784;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.7;122491.0
785;"MSI";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";1.6;100752.0
786;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58022.0
787;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";"windows";2.4;53227.0
788;"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.2;122491.0
789;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.6;52481.0
790;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;71342.0
